Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803540	G3	1_mg_ml	Treatment	0.433	20200903	0
803540	G6	0.1_mg_ml	Treatment	0.204	20200903	0
803540	G7	0.1_mg_ml	Treatment	0.204	20200903	0
803567	F4	1_mg_ml	Treatment	0.28	20200903	0
803567	F5	1_mg_ml	Treatment	0.319	20200903	0
803567	F8	0.1_mg_ml	Treatment	0.214	20200903	0
803567	F9	0.1_mg_ml	Treatment	0.209	20200903	0
BM7_only	G10	None	Blank	0.17	20200904	1
BM7_only	G11	None	Blank	0.178	20200904	1
803529	B2	1_mg_ml	Treatment	0.204	20200904	1
803529	B3	1_mg_ml	Treatment	0.2	20200904	1
803529	B6	0.1_mg_ml	Treatment	0.195	20200904	1
803529	B7	0.1_mg_ml	Treatment	0.192	20200904	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.194	20200904	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.197	20200904	1
803531	C2	1_mg_ml	Treatment	0.228	20200904	1
803531	C3	1_mg_ml	Treatment	0.223	20200904	1
803531	C6	0.1_mg_ml	Treatment	0.207	20200904	1
803531	C7	0.1_mg_ml	Treatment	0.202	20200904	1
L_cre_BM7	D10	None	Negative_Control	0.206	20200904	1
L_cre_BM7	D11	None	Negative_Control	0.198	20200904	1
L_cre_BM7	E10	None	Negative_Control	0.208	20200904	1
L_cre_BM7	E11	None	Negative_Control	0.198	20200904	1
L_cre_BM7	F10	None	Negative_Control	0.198	20200904	1
L_cre_BM7	F11	None	Negative_Control	0.192	20200904	1
803537	F2	1_mg_ml	Treatment	0.198	20200904	1
803537	F3	1_mg_ml	Treatment	0.207	20200904	1
803537	F6	0.1_mg_ml	Treatment	0.191	20200904	1
803537	F7	0.1_mg_ml	Treatment	0.194	20200904	1
803536	E2	1_mg_ml	Treatment	0.202	20200904	1
803536	E3	1_mg_ml	Treatment	0.208	20200904	1
803536	E6	0.1_mg_ml	Treatment	0.193	20200904	1
803536	E7	0.1_mg_ml	Treatment	0.191	20200904	1
803534	D2	1_mg_ml	Treatment	0.69	20200904	1
803534	D3	1_mg_ml	Treatment	0.702	20200904	1
803534	D6	0.1_mg_ml	Treatment	0.19	20200904	1
803534	D7	0.1_mg_ml	Treatment	0.185	20200904	1
803568	G4	1_mg_ml	Treatment	0.207	20200904	1
803568	G5	1_mg_ml	Treatment	0.206	20200904	1
803568	G8	0.1_mg_ml	Treatment	0.206	20200904	1
803568	G9	0.1_mg_ml	Treatment	0.199	20200904	1
803566	E4	1_mg_ml	Treatment	0.374	20200904	1
803566	E5	1_mg_ml	Treatment	0.389	20200904	1
803566	E8	0.1_mg_ml	Treatment	0.235	20200904	1
803566	E9	0.1_mg_ml	Treatment	0.227	20200904	1
PMB	B10	0.5_mg_ml	Positive_Control	0.189	20200904	1
PMB	B11	0.5_mg_ml	Positive_Control	0.191	20200904	1
803546	C4	1_mg_ml	Treatment	0.61	20200904	1
803546	C5	1_mg_ml	Treatment	0.656	20200904	1
803546	C8	0.1_mg_ml	Treatment	0.215	20200904	1
803546	C9	0.1_mg_ml	Treatment	0.202	20200904	1
803550	D4	1_mg_ml	Treatment	0.199	20200904	1
803550	D5	1_mg_ml	Treatment	0.193	20200904	1
803550	D8	0.1_mg_ml	Treatment	0.193	20200904	1
803550	D9	0.1_mg_ml	Treatment	0.201	20200904	1
803543	B4	1_mg_ml	Treatment	0.273	20200904	1
803543	B5	1_mg_ml	Treatment	0.27	20200904	1
803543	B8	0.1_mg_ml	Treatment	0.206	20200904	1
803543	B9	0.1_mg_ml	Treatment	0.21	20200904	1
803540	G2	1_mg_ml	Treatment	0.532	20200904	1
803540	G3	1_mg_ml	Treatment	0.529	20200904	1
803540	G6	0.1_mg_ml	Treatment	0.224	20200904	1
803540	G7	0.1_mg_ml	Treatment	0.231	20200904	1
803567	F4	1_mg_ml	Treatment	0.413	20200904	1
803567	F5	1_mg_ml	Treatment	0.439	20200904	1
803567	F8	0.1_mg_ml	Treatment	0.208	20200904	1
803567	F9	0.1_mg_ml	Treatment	0.207	20200904	1
BM7_only	G10	None	Blank	0.172	20200905	2
BM7_only	G11	None	Blank	0.181	20200905	2
803529	B2	1_mg_ml	Treatment	0.249	20200905	2
803529	B3	1_mg_ml	Treatment	0.303	20200905	2
803529	B6	0.1_mg_ml	Treatment	0.28	20200905	2
803529	B7	0.1_mg_ml	Treatment	0.283	20200905	2
Y4761	C10	0.005_mg_ml	Positive_Control	0.202	20200905	2
Y4761	C11	0.005_mg_ml	Positive_Control	0.198	20200905	2
803531	C2	1_mg_ml	Treatment	0.271	20200905	2
803531	C3	1_mg_ml	Treatment	0.256	20200905	2
803531	C6	0.1_mg_ml	Treatment	0.245	20200905	2
803531	C7	0.1_mg_ml	Treatment	0.247	20200905	2
L_cre_BM7	D10	None	Negative_Control	0.315	20200905	2
L_cre_BM7	D11	None	Negative_Control	0.253	20200905	2
L_cre_BM7	E10	None	Negative_Control	0.322	20200905	2
L_cre_BM7	E11	None	Negative_Control	0.28	20200905	2
L_cre_BM7	F10	None	Negative_Control	0.226	20200905	2
L_cre_BM7	F11	None	Negative_Control	0.262	20200905	2
803537	F2	1_mg_ml	Treatment	0.243	20200905	2
803537	F3	1_mg_ml	Treatment	0.321	20200905	2
803537	F6	0.1_mg_ml	Treatment	0.322	20200905	2
803537	F7	0.1_mg_ml	Treatment	0.305	20200905	2
803536	E2	1_mg_ml	Treatment	0.276	20200905	2
803536	E3	1_mg_ml	Treatment	0.318	20200905	2
803536	E6	0.1_mg_ml	Treatment	0.332	20200905	2
803536	E7	0.1_mg_ml	Treatment	0.303	20200905	2
803534	D2	1_mg_ml	Treatment	0.887	20200905	2
803534	D3	1_mg_ml	Treatment	0.911	20200905	2
803534	D6	0.1_mg_ml	Treatment	0.312	20200905	2
803534	D7	0.1_mg_ml	Treatment	0.229	20200905	2
803568	G4	1_mg_ml	Treatment	0.31	20200905	2
803568	G5	1_mg_ml	Treatment	0.331	20200905	2
803568	G8	0.1_mg_ml	Treatment	0.347	20200905	2
803568	G9	0.1_mg_ml	Treatment	0.231	20200905	2
803566	E4	1_mg_ml	Treatment	0.429	20200905	2
803566	E5	1_mg_ml	Treatment	0.441	20200905	2
803566	E8	0.1_mg_ml	Treatment	0.262	20200905	2
803566	E9	0.1_mg_ml	Treatment	0.255	20200905	2
PMB	B10	0.5_mg_ml	Positive_Control	0.191	20200905	2
PMB	B11	0.5_mg_ml	Positive_Control	0.194	20200905	2
803546	C4	1_mg_ml	Treatment	0.884	20200905	2
803546	C5	1_mg_ml	Treatment	0.938	20200905	2
803546	C8	0.1_mg_ml	Treatment	0.344	20200905	2
803546	C9	0.1_mg_ml	Treatment	0.229	20200905	2
803550	D4	1_mg_ml	Treatment	0.274	20200905	2
803550	D5	1_mg_ml	Treatment	0.274	20200905	2
803550	D8	0.1_mg_ml	Treatment	0.326	20200905	2
803550	D9	0.1_mg_ml	Treatment	0.305	20200905	2
803543	B4	1_mg_ml	Treatment	0.325	20200905	2
803543	B5	1_mg_ml	Treatment	0.321	20200905	2
803543	B8	0.1_mg_ml	Treatment	0.235	20200905	2
803543	B9	0.1_mg_ml	Treatment	0.245	20200905	2
803540	G2	1_mg_ml	Treatment	0.601	20200905	2
803540	G3	1_mg_ml	Treatment	0.591	20200905	2
803540	G6	0.1_mg_ml	Treatment	0.261	20200905	2
803540	G7	0.1_mg_ml	Treatment	0.263	20200905	2
803567	F4	1_mg_ml	Treatment	0.496	20200905	2
803567	F5	1_mg_ml	Treatment	0.523	20200905	2
803567	F8	0.1_mg_ml	Treatment	0.237	20200905	2
803567	F9	0.1_mg_ml	Treatment	0.238	20200905	2
BM7_only	G10	None	Blank	0.173	20200906	3
BM7_only	G11	None	Blank	0.182	20200906	3
803529	B2	1_mg_ml	Treatment	0.449	20200906	3
803529	B3	1_mg_ml	Treatment	0.487	20200906	3
803529	B6	0.1_mg_ml	Treatment	0.554	20200906	3
803529	B7	0.1_mg_ml	Treatment	0.563	20200906	3
Y4761	C10	0.005_mg_ml	Positive_Control	0.205	20200906	3
Y4761	C11	0.005_mg_ml	Positive_Control	0.198	20200906	3
803531	C2	1_mg_ml	Treatment	0.356	20200906	3
803531	C3	1_mg_ml	Treatment	0.331	20200906	3
803531	C6	0.1_mg_ml	Treatment	0.608	20200906	3
803531	C7	0.1_mg_ml	Treatment	0.608	20200906	3
L_cre_BM7	D10	None	Negative_Control	0.571	20200906	3
L_cre_BM7	D11	None	Negative_Control	0.478	20200906	3
L_cre_BM7	E10	None	Negative_Control	0.617	20200906	3
L_cre_BM7	E11	None	Negative_Control	0.545	20200906	3
L_cre_BM7	F10	None	Negative_Control	0.486	20200906	3
L_cre_BM7	F11	None	Negative_Control	0.547	20200906	3
803537	F2	1_mg_ml	Treatment	0.487	20200906	3
803537	F3	1_mg_ml	Treatment	0.551	20200906	3
803537	F6	0.1_mg_ml	Treatment	0.622	20200906	3
803537	F7	0.1_mg_ml	Treatment	0.598	20200906	3
803536	E2	1_mg_ml	Treatment	0.518	20200906	3
803536	E3	1_mg_ml	Treatment	0.566	20200906	3
803536	E6	0.1_mg_ml	Treatment	0.62	20200906	3
803536	E7	0.1_mg_ml	Treatment	0.627	20200906	3
803534	D2	1_mg_ml	Treatment	1.063	20200906	3
803534	D3	1_mg_ml	Treatment	1.106	20200906	3
803534	D6	0.1_mg_ml	Treatment	0.588	20200906	3
803534	D7	0.1_mg_ml	Treatment	0.535	20200906	3
803568	G4	1_mg_ml	Treatment	0.55	20200906	3
803568	G5	1_mg_ml	Treatment	0.566	20200906	3
803568	G8	0.1_mg_ml	Treatment	0.626	20200906	3
803568	G9	0.1_mg_ml	Treatment	0.431	20200906	3
803566	E4	1_mg_ml	Treatment	0.58	20200906	3
803566	E5	1_mg_ml	Treatment	0.586	20200906	3
803566	E8	0.1_mg_ml	Treatment	0.401	20200906	3
803566	E9	0.1_mg_ml	Treatment	0.397	20200906	3
PMB	B10	0.5_mg_ml	Positive_Control	0.195	20200906	3
PMB	B11	0.5_mg_ml	Positive_Control	0.196	20200906	3
803546	C4	1_mg_ml	Treatment	1.312	20200906	3
803546	C5	1_mg_ml	Treatment	1.326	20200906	3
803546	C8	0.1_mg_ml	Treatment	0.635	20200906	3
803546	C9	0.1_mg_ml	Treatment	0.444	20200906	3
803550	D4	1_mg_ml	Treatment	0.571	20200906	3
803550	D5	1_mg_ml	Treatment	0.593	20200906	3
803550	D8	0.1_mg_ml	Treatment	0.592	20200906	3
803550	D9	0.1_mg_ml	Treatment	0.572	20200906	3
803543	B4	1_mg_ml	Treatment	0.399	20200906	3
803543	B5	1_mg_ml	Treatment	0.39	20200906	3
803543	B8	0.1_mg_ml	Treatment	0.363	20200906	3
803543	B9	0.1_mg_ml	Treatment	0.391	20200906	3
803540	G2	1_mg_ml	Treatment	0.694	20200906	3
803540	G3	1_mg_ml	Treatment	0.665	20200906	3
803540	G6	0.1_mg_ml	Treatment	0.393	20200906	3
803540	G7	0.1_mg_ml	Treatment	0.39	20200906	3
803567	F4	1_mg_ml	Treatment	0.619	20200906	3
803567	F5	1_mg_ml	Treatment	0.696	20200906	3
803567	F8	0.1_mg_ml	Treatment	0.461	20200906	3
803567	F9	0.1_mg_ml	Treatment	0.553	20200906	3
BM7_only	G10	None	Blank	0.173	20200907	4
BM7_only	G11	None	Blank	0.184	20200907	4
803529	B2	1_mg_ml	Treatment	0.513	20200907	4
803529	B3	1_mg_ml	Treatment	0.556	20200907	4
803529	B6	0.1_mg_ml	Treatment	0.802	20200907	4
803529	B7	0.1_mg_ml	Treatment	0.79	20200907	4
Y4761	C10	0.005_mg_ml	Positive_Control	0.196	20200907	4
Y4761	C11	0.005_mg_ml	Positive_Control	0.198	20200907	4
803531	C2	1_mg_ml	Treatment	0.404	20200907	4
803531	C3	1_mg_ml	Treatment	0.379	20200907	4
803531	C6	0.1_mg_ml	Treatment	0.843	20200907	4
803531	C7	0.1_mg_ml	Treatment	0.851	20200907	4
L_cre_BM7	D10	None	Negative_Control	0.837	20200907	4
L_cre_BM7	D11	None	Negative_Control	0.738	20200907	4
L_cre_BM7	E10	None	Negative_Control	0.883	20200907	4
L_cre_BM7	E11	None	Negative_Control	0.807	20200907	4
L_cre_BM7	F10	None	Negative_Control	0.771	20200907	4
L_cre_BM7	F11	None	Negative_Control	0.797	20200907	4
803537	F2	1_mg_ml	Treatment	0.597	20200907	4
803537	F3	1_mg_ml	Treatment	0.65	20200907	4
803537	F6	0.1_mg_ml	Treatment	0.868	20200907	4
803537	F7	0.1_mg_ml	Treatment	0.841	20200907	4
803536	E2	1_mg_ml	Treatment	0.642	20200907	4
803536	E3	1_mg_ml	Treatment	0.716	20200907	4
803536	E6	0.1_mg_ml	Treatment	0.877	20200907	4
803536	E7	0.1_mg_ml	Treatment	0.906	20200907	4
803534	D2	1_mg_ml	Treatment	1.131	20200907	4
803534	D3	1_mg_ml	Treatment	1.175	20200907	4
803534	D6	0.1_mg_ml	Treatment	0.833	20200907	4
803534	D7	0.1_mg_ml	Treatment	0.826	20200907	4
803568	G4	1_mg_ml	Treatment	0.625	20200907	4
803568	G5	1_mg_ml	Treatment	0.645	20200907	4
803568	G8	0.1_mg_ml	Treatment	0.893	20200907	4
803568	G9	0.1_mg_ml	Treatment	0.653	20200907	4
803566	E4	1_mg_ml	Treatment	0.664	20200907	4
803566	E5	1_mg_ml	Treatment	0.679	20200907	4
803566	E8	0.1_mg_ml	Treatment	0.594	20200907	4
803566	E9	0.1_mg_ml	Treatment	0.595	20200907	4
PMB	B10	0.5_mg_ml	Positive_Control	0.192	20200907	4
PMB	B11	0.5_mg_ml	Positive_Control	0.197	20200907	4
803546	C4	1_mg_ml	Treatment	1.453	20200907	4
803546	C5	1_mg_ml	Treatment	1.435	20200907	4
803546	C8	0.1_mg_ml	Treatment	0.903	20200907	4
803546	C9	0.1_mg_ml	Treatment	0.719	20200907	4
803550	D4	1_mg_ml	Treatment	0.864	20200907	4
803550	D5	1_mg_ml	Treatment	0.876	20200907	4
803550	D8	0.1_mg_ml	Treatment	0.839	20200907	4
803550	D9	0.1_mg_ml	Treatment	0.842	20200907	4
803543	B4	1_mg_ml	Treatment	0.441	20200907	4
803543	B5	1_mg_ml	Treatment	0.438	20200907	4
803543	B8	0.1_mg_ml	Treatment	0.537	20200907	4
803543	B9	0.1_mg_ml	Treatment	0.547	20200907	4
803540	G2	1_mg_ml	Treatment	0.729	20200907	4
803540	G3	1_mg_ml	Treatment	0.692	20200907	4
803540	G6	0.1_mg_ml	Treatment	0.574	20200907	4
803540	G7	0.1_mg_ml	Treatment	0.583	20200907	4
803567	F4	1_mg_ml	Treatment	0.65	20200907	4
803567	F5	1_mg_ml	Treatment	0.797	20200907	4
803567	F8	0.1_mg_ml	Treatment	0.661	20200907	4
803567	F9	0.1_mg_ml	Treatment	0.813	20200907	4
BM7_only	G10	None	Blank	0.173	20200908	5
BM7_only	G11	None	Blank	0.184	20200908	5
803529	B2	1_mg_ml	Treatment	0.569	20200908	5
803529	B3	1_mg_ml	Treatment	0.666	20200908	5
803529	B6	0.1_mg_ml	Treatment	1.137	20200908	5
803529	B7	0.1_mg_ml	Treatment	1.135	20200908	5
Y4761	C10	0.005_mg_ml	Positive_Control	0.2	20200908	5
Y4761	C11	0.005_mg_ml	Positive_Control	0.198	20200908	5
803531	C2	1_mg_ml	Treatment	0.435	20200908	5
803531	C3	1_mg_ml	Treatment	0.433	20200908	5
803531	C6	0.1_mg_ml	Treatment	1.208	20200908	5
803531	C7	0.1_mg_ml	Treatment	1.206	20200908	5
L_cre_BM7	D10	None	Negative_Control	1.21	20200908	5
L_cre_BM7	D11	None	Negative_Control	0.968	20200908	5
L_cre_BM7	E10	None	Negative_Control	1.275	20200908	5
L_cre_BM7	E11	None	Negative_Control	1.079	20200908	5
L_cre_BM7	F10	None	Negative_Control	1.091	20200908	5
L_cre_BM7	F11	None	Negative_Control	1.125	20200908	5
803537	F2	1_mg_ml	Treatment	0.751	20200908	5
803537	F3	1_mg_ml	Treatment	0.812	20200908	5
803537	F6	0.1_mg_ml	Treatment	1.215	20200908	5
803537	F7	0.1_mg_ml	Treatment	1.192	20200908	5
803536	E2	1_mg_ml	Treatment	0.759	20200908	5
803536	E3	1_mg_ml	Treatment	0.93	20200908	5
803536	E6	0.1_mg_ml	Treatment	1.234	20200908	5
803536	E7	0.1_mg_ml	Treatment	1.241	20200908	5
803534	D2	1_mg_ml	Treatment	1.233	20200908	5
803534	D3	1_mg_ml	Treatment	1.281	20200908	5
803534	D6	0.1_mg_ml	Treatment	1.182	20200908	5
803534	D7	0.1_mg_ml	Treatment	1.138	20200908	5
803568	G4	1_mg_ml	Treatment	0.745	20200908	5
803568	G5	1_mg_ml	Treatment	0.785	20200908	5
803568	G8	0.1_mg_ml	Treatment	1.204	20200908	5
803568	G9	0.1_mg_ml	Treatment	0.8	20200908	5
803566	E4	1_mg_ml	Treatment	0.853	20200908	5
803566	E5	1_mg_ml	Treatment	0.843	20200908	5
803566	E8	0.1_mg_ml	Treatment	0.715	20200908	5
803566	E9	0.1_mg_ml	Treatment	0.714	20200908	5
PMB	B10	0.5_mg_ml	Positive_Control	0.193	20200908	5
PMB	B11	0.5_mg_ml	Positive_Control	0.195	20200908	5
803546	C4	1_mg_ml	Treatment	1.469	20200908	5
803546	C5	1_mg_ml	Treatment	1.438	20200908	5
803546	C8	0.1_mg_ml	Treatment	1.274	20200908	5
803546	C9	0.1_mg_ml	Treatment	0.891	20200908	5
803550	D4	1_mg_ml	Treatment	1.183	20200908	5
803550	D5	1_mg_ml	Treatment	1.204	20200908	5
803550	D8	0.1_mg_ml	Treatment	1.206	20200908	5
803550	D9	0.1_mg_ml	Treatment	1.178	20200908	5
803543	B4	1_mg_ml	Treatment	0.499	20200908	5
803543	B5	1_mg_ml	Treatment	0.491	20200908	5
803543	B8	0.1_mg_ml	Treatment	0.67	20200908	5
803543	B9	0.1_mg_ml	Treatment	0.671	20200908	5
803540	G2	1_mg_ml	Treatment	0.802	20200908	5
803540	G3	1_mg_ml	Treatment	0.759	20200908	5
803540	G6	0.1_mg_ml	Treatment	0.737	20200908	5
803540	G7	0.1_mg_ml	Treatment	0.763	20200908	5
803567	F4	1_mg_ml	Treatment	0.692	20200908	5
803567	F5	1_mg_ml	Treatment	0.897	20200908	5
803567	F8	0.1_mg_ml	Treatment	0.71	20200908	5
803567	F9	0.1_mg_ml	Treatment	1.055	20200908	5
BM7_only	G10	None	Blank	0.173	20200909	6
BM7_only	G11	None	Blank	0.183	20200909	6
803529	B2	1_mg_ml	Treatment	0.542	20200909	6
803529	B3	1_mg_ml	Treatment	0.771	20200909	6
803529	B6	0.1_mg_ml	Treatment	1.374	20200909	6
803529	B7	0.1_mg_ml	Treatment	1.338	20200909	6
Y4761	C10	0.005_mg_ml	Positive_Control	0.202	20200909	6
Y4761	C11	0.005_mg_ml	Positive_Control	0.194	20200909	6
803531	C2	1_mg_ml	Treatment	0.586	20200909	6
803531	C3	1_mg_ml	Treatment	0.498	20200909	6
803531	C6	0.1_mg_ml	Treatment	1.438	20200909	6
803531	C7	0.1_mg_ml	Treatment	1.429	20200909	6
L_cre_BM7	D10	None	Negative_Control	1.365	20200909	6
L_cre_BM7	D11	None	Negative_Control	0.986	20200909	6
L_cre_BM7	E10	None	Negative_Control	1.441	20200909	6
L_cre_BM7	E11	None	Negative_Control	1.133	20200909	6
L_cre_BM7	F10	None	Negative_Control	1.232	20200909	6
L_cre_BM7	F11	None	Negative_Control	1.27	20200909	6
803537	F2	1_mg_ml	Treatment	0.891	20200909	6
803537	F3	1_mg_ml	Treatment	1.047	20200909	6
803537	F6	0.1_mg_ml	Treatment	1.414	20200909	6
803537	F7	0.1_mg_ml	Treatment	1.368	20200909	6
803536	E2	1_mg_ml	Treatment	0.73	20200909	6
803536	E3	1_mg_ml	Treatment	1.129	20200909	6
803536	E6	0.1_mg_ml	Treatment	1.454	20200909	6
803536	E7	0.1_mg_ml	Treatment	1.364	20200909	6
803534	D2	1_mg_ml	Treatment	1.28	20200909	6
803534	D3	1_mg_ml	Treatment	1.388	20200909	6
803534	D6	0.1_mg_ml	Treatment	1.431	20200909	6
803534	D7	0.1_mg_ml	Treatment	1.22	20200909	6
803568	G4	1_mg_ml	Treatment	0.903	20200909	6
803568	G5	1_mg_ml	Treatment	0.944	20200909	6
803568	G8	0.1_mg_ml	Treatment	1.284	20200909	6
803568	G9	0.1_mg_ml	Treatment	0.781	20200909	6
803566	E4	1_mg_ml	Treatment	0.905	20200909	6
803566	E5	1_mg_ml	Treatment	0.914	20200909	6
803566	E8	0.1_mg_ml	Treatment	0.739	20200909	6
803566	E9	0.1_mg_ml	Treatment	0.691	20200909	6
PMB	B10	0.5_mg_ml	Positive_Control	0.196	20200909	6
PMB	B11	0.5_mg_ml	Positive_Control	0.191	20200909	6
803546	C4	1_mg_ml	Treatment	1.489	20200909	6
803546	C5	1_mg_ml	Treatment	1.459	20200909	6
803546	C8	0.1_mg_ml	Treatment	1.469	20200909	6
803546	C9	0.1_mg_ml	Treatment	0.889	20200909	6
803550	D4	1_mg_ml	Treatment	1.274	20200909	6
803550	D5	1_mg_ml	Treatment	1.32	20200909	6
803550	D8	0.1_mg_ml	Treatment	1.408	20200909	6
803550	D9	0.1_mg_ml	Treatment	1.292	20200909	6
803543	B4	1_mg_ml	Treatment	0.598	20200909	6
803543	B5	1_mg_ml	Treatment	0.607	20200909	6
803543	B8	0.1_mg_ml	Treatment	0.65	20200909	6
803543	B9	0.1_mg_ml	Treatment	0.758	20200909	6
803540	G2	1_mg_ml	Treatment	0.926	20200909	6
803540	G3	1_mg_ml	Treatment	0.872	20200909	6
803540	G6	0.1_mg_ml	Treatment	0.961	20200909	6
803540	G7	0.1_mg_ml	Treatment	0.821	20200909	6
803567	F4	1_mg_ml	Treatment	0.803	20200909	6
803567	F5	1_mg_ml	Treatment	1.141	20200909	6
803567	F8	0.1_mg_ml	Treatment	0.755	20200909	6
803567	F9	0.1_mg_ml	Treatment	1.226	20200909	6
BM7_only	G10	None	Blank	0.172	20200910	7
BM7_only	G11	None	Blank	0.182	20200910	7
803529	B2	1_mg_ml	Treatment	0.454	20200910	7
803529	B3	1_mg_ml	Treatment	0.809	20200910	7
803529	B6	0.1_mg_ml	Treatment	1.369	20200910	7
803529	B7	0.1_mg_ml	Treatment	1.326	20200910	7
Y4761	C10	0.005_mg_ml	Positive_Control	0.196	20200910	7
Y4761	C11	0.005_mg_ml	Positive_Control	0.194	20200910	7
803531	C2	1_mg_ml	Treatment	0.745	20200910	7
803531	C3	1_mg_ml	Treatment	0.587	20200910	7
803531	C6	0.1_mg_ml	Treatment	1.454	20200910	7
803531	C7	0.1_mg_ml	Treatment	1.447	20200910	7
L_cre_BM7	D10	None	Negative_Control	1.376	20200910	7
L_cre_BM7	D11	None	Negative_Control	0.903	20200910	7
L_cre_BM7	E10	None	Negative_Control	1.447	20200910	7
L_cre_BM7	E11	None	Negative_Control	1.041	20200910	7
L_cre_BM7	F10	None	Negative_Control	1.269	20200910	7
L_cre_BM7	F11	None	Negative_Control	1.254	20200910	7
803537	F2	1_mg_ml	Treatment	0.611	20200910	7
803537	F3	1_mg_ml	Treatment	1.096	20200910	7
803537	F6	0.1_mg_ml	Treatment	1.428	20200910	7
803537	F7	0.1_mg_ml	Treatment	1.367	20200910	7
803536	E2	1_mg_ml	Treatment	0.642	20200910	7
803536	E3	1_mg_ml	Treatment	1.077	20200910	7
803536	E6	0.1_mg_ml	Treatment	1.463	20200910	7
803536	E7	0.1_mg_ml	Treatment	1.359	20200910	7
803534	D2	1_mg_ml	Treatment	1.276	20200910	7
803534	D3	1_mg_ml	Treatment	1.477	20200910	7
803534	D6	0.1_mg_ml	Treatment	1.447	20200910	7
803534	D7	0.1_mg_ml	Treatment	1.23	20200910	7
803568	G4	1_mg_ml	Treatment	1.006	20200910	7
803568	G5	1_mg_ml	Treatment	1.076	20200910	7
803568	G8	0.1_mg_ml	Treatment	1.245	20200910	7
803568	G9	0.1_mg_ml	Treatment	0.662	20200910	7
803566	E4	1_mg_ml	Treatment	0.888	20200910	7
803566	E5	1_mg_ml	Treatment	0.902	20200910	7
803566	E8	0.1_mg_ml	Treatment	0.697	20200910	7
803566	E9	0.1_mg_ml	Treatment	0.693	20200910	7
PMB	B10	0.5_mg_ml	Positive_Control	0.189	20200910	7
PMB	B11	0.5_mg_ml	Positive_Control	0.191	20200910	7
