Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
Combo56	C5	1_mg_ml	Treatment	0.745	20201109	3
Combo56	C8	0.1_mg_ml	Treatment	0.54	20201109	3
Combo56	C9	0.1_mg_ml	Treatment	0.55	20201109	3
Combo58	E4	1_mg_ml	Treatment	0.766	20201109	3
Combo58	E5	1_mg_ml	Treatment	0.709	20201109	3
Combo58	E8	0.1_mg_ml	Treatment	0.542	20201109	3
Combo58	E9	0.1_mg_ml	Treatment	0.526	20201109	3
Combo59	F4	1_mg_ml	Treatment	0.649	20201109	3
Combo59	F5	1_mg_ml	Treatment	0.715	20201109	3
Combo59	F8	0.1_mg_ml	Treatment	0.536	20201109	3
Combo59	F9	0.1_mg_ml	Treatment	0.558	20201109	3
Combo49	B2	1_mg_ml	Treatment	0.569	20201109	3
Combo49	B3	1_mg_ml	Treatment	0.756	20201109	3
Combo49	B6	0.1_mg_ml	Treatment	0.539	20201109	3
Combo49	B7	0.1_mg_ml	Treatment	0.537	20201109	3
Combo57	D4	1_mg_ml	Treatment	0.723	20201109	3
Combo57	D5	1_mg_ml	Treatment	0.832	20201109	3
Combo57	D8	0.1_mg_ml	Treatment	0.525	20201109	3
Combo57	D9	0.1_mg_ml	Treatment	0.587	20201109	3
Combo54	G2	1_mg_ml	Treatment	0.584	20201109	3
Combo54	G3	1_mg_ml	Treatment	0.751	20201109	3
Combo54	G6	0.1_mg_ml	Treatment	0.536	20201109	3
Combo54	G7	0.1_mg_ml	Treatment	0.59	20201109	3
Combo55	B4	1_mg_ml	Treatment	0.935	20201109	3
Combo55	B5	1_mg_ml	Treatment	0.712	20201109	3
Combo55	B8	0.1_mg_ml	Treatment	0.54	20201109	3
Combo55	B9	0.1_mg_ml	Treatment	0.518	20201109	3
Combo52	E2	1_mg_ml	Treatment	0.738	20201109	3
Combo52	E3	1_mg_ml	Treatment	0.764	20201109	3
Combo52	E6	0.1_mg_ml	Treatment	0.59	20201109	3
Combo52	E7	0.1_mg_ml	Treatment	0.532	20201109	3
Combo53	F2	1_mg_ml	Treatment	0.926	20201109	3
Combo53	F3	1_mg_ml	Treatment	0.977	20201109	3
Combo53	F6	0.1_mg_ml	Treatment	0.646	20201109	3
Combo53	F7	0.1_mg_ml	Treatment	0.548	20201109	3
Combo50	C2	1_mg_ml	Treatment	0.927	20201109	3
Combo50	C3	1_mg_ml	Treatment	0.917	20201109	3
Combo50	C6	0.1_mg_ml	Treatment	0.708	20201109	3
Combo50	C7	0.1_mg_ml	Treatment	0.622	20201109	3
Combo51	D2	1_mg_ml	Treatment	0.778	20201109	3
Combo51	D3	1_mg_ml	Treatment	0.786	20201109	3
Combo51	D6	0.1_mg_ml	Treatment	0.667	20201109	3
Combo51	D7	0.1_mg_ml	Treatment	0.553	20201109	3
L_cre_BM7	D10	None	Negative_Control	0.872	20201110	4
L_cre_BM7	D11	None	Negative_Control	0.768	20201110	4
L_cre_BM7	E10	None	Negative_Control	0.924	20201110	4
L_cre_BM7	E11	None	Negative_Control	0.889	20201110	4
L_cre_BM7	F10	None	Negative_Control	0.873	20201110	4
L_cre_BM7	F11	None	Negative_Control	0.89	20201110	4
PMB	B10	0.5_mg_ml	Positive_Control	0.215	20201110	4
PMB	B11	0.5_mg_ml	Positive_Control	0.201	20201110	4
Combo60	G4	1_mg_ml	Treatment	1.169	20201110	4
Combo60	G5	1_mg_ml	Treatment	0.829	20201110	4
Combo60	G8	0.1_mg_ml	Treatment	0.683	20201110	4
Combo60	G9	0.1_mg_ml	Treatment	0.757	20201110	4
Y4761	C10	0.005_mg_ml	Positive_Control	0.272	20201110	4
Y4761	C11	0.005_mg_ml	Positive_Control	0.247	20201110	4
BM7_only	G10	None	Blank	0.174	20201110	4
BM7_only	G11	None	Blank	0.181	20201110	4
Combo56	C4	1_mg_ml	Treatment	0.928	20201110	4
Combo56	C5	1_mg_ml	Treatment	0.875	20201110	4
Combo56	C8	0.1_mg_ml	Treatment	0.655	20201110	4
Combo56	C9	0.1_mg_ml	Treatment	0.662	20201110	4
Combo58	E4	1_mg_ml	Treatment	0.915	20201110	4
Combo58	E5	1_mg_ml	Treatment	0.859	20201110	4
Combo58	E8	0.1_mg_ml	Treatment	0.647	20201110	4
Combo58	E9	0.1_mg_ml	Treatment	0.658	20201110	4
Combo59	F4	1_mg_ml	Treatment	0.83	20201110	4
Combo59	F5	1_mg_ml	Treatment	0.809	20201110	4
Combo59	F8	0.1_mg_ml	Treatment	0.644	20201110	4
Combo59	F9	0.1_mg_ml	Treatment	0.688	20201110	4
Combo49	B2	1_mg_ml	Treatment	0.77	20201110	4
Combo49	B3	1_mg_ml	Treatment	0.972	20201110	4
Combo49	B6	0.1_mg_ml	Treatment	0.724	20201110	4
Combo49	B7	0.1_mg_ml	Treatment	0.692	20201110	4
Combo57	D4	1_mg_ml	Treatment	0.84	20201110	4
Combo57	D5	1_mg_ml	Treatment	0.924	20201110	4
Combo57	D8	0.1_mg_ml	Treatment	0.658	20201110	4
Combo57	D9	0.1_mg_ml	Treatment	0.681	20201110	4
Combo54	G2	1_mg_ml	Treatment	0.784	20201110	4
Combo54	G3	1_mg_ml	Treatment	0.939	20201110	4
Combo54	G6	0.1_mg_ml	Treatment	0.696	20201110	4
Combo54	G7	0.1_mg_ml	Treatment	0.776	20201110	4
Combo55	B4	1_mg_ml	Treatment	1.062	20201110	4
Combo55	B5	1_mg_ml	Treatment	0.855	20201110	4
Combo55	B8	0.1_mg_ml	Treatment	0.7	20201110	4
Combo55	B9	0.1_mg_ml	Treatment	0.675	20201110	4
Combo52	E2	1_mg_ml	Treatment	0.912	20201110	4
Combo52	E3	1_mg_ml	Treatment	0.904	20201110	4
Combo52	E6	0.1_mg_ml	Treatment	0.68	20201110	4
Combo52	E7	0.1_mg_ml	Treatment	0.676	20201110	4
Combo53	F2	1_mg_ml	Treatment	1.048	20201110	4
Combo53	F3	1_mg_ml	Treatment	1.099	20201110	4
Combo53	F6	0.1_mg_ml	Treatment	0.736	20201110	4
Combo53	F7	0.1_mg_ml	Treatment	0.673	20201110	4
Combo50	C2	1_mg_ml	Treatment	0.951	20201110	4
Combo50	C3	1_mg_ml	Treatment	1.017	20201110	4
Combo50	C6	0.1_mg_ml	Treatment	0.769	20201110	4
Combo50	C7	0.1_mg_ml	Treatment	0.769	20201110	4
Combo51	D2	1_mg_ml	Treatment	0.86	20201110	4
Combo51	D3	1_mg_ml	Treatment	0.845	20201110	4
Combo51	D6	0.1_mg_ml	Treatment	0.784	20201110	4
Combo51	D7	0.1_mg_ml	Treatment	0.684	20201110	4
L_cre_BM7	D10	None	Negative_Control	1.13	20201111	5
L_cre_BM7	D11	None	Negative_Control	0.935	20201111	5
L_cre_BM7	E10	None	Negative_Control	1.169	20201111	5
L_cre_BM7	E11	None	Negative_Control	1.115	20201111	5
L_cre_BM7	F10	None	Negative_Control	1.017	20201111	5
L_cre_BM7	F11	None	Negative_Control	1.105	20201111	5
PMB	B10	0.5_mg_ml	Positive_Control	0.201	20201111	5
PMB	B11	0.5_mg_ml	Positive_Control	0.197	20201111	5
Combo60	G4	1_mg_ml	Treatment	1.372	20201111	5
Combo60	G5	1_mg_ml	Treatment	1.135	20201111	5
Combo60	G8	0.1_mg_ml	Treatment	0.802	20201111	5
Combo60	G9	0.1_mg_ml	Treatment	0.91	20201111	5
Y4761	C10	0.005_mg_ml	Positive_Control	0.25	20201111	5
Y4761	C11	0.005_mg_ml	Positive_Control	0.241	20201111	5
BM7_only	G10	None	Blank	0.174	20201111	5
BM7_only	G11	None	Blank	0.181	20201111	5
Combo56	C4	1_mg_ml	Treatment	0.977	20201111	5
Combo56	C5	1_mg_ml	Treatment	0.981	20201111	5
Combo56	C8	0.1_mg_ml	Treatment	0.759	20201111	5
Combo56	C9	0.1_mg_ml	Treatment	0.775	20201111	5
Combo58	E4	1_mg_ml	Treatment	1.107	20201111	5
Combo58	E5	1_mg_ml	Treatment	0.952	20201111	5
Combo58	E8	0.1_mg_ml	Treatment	0.757	20201111	5
Combo58	E9	0.1_mg_ml	Treatment	0.79	20201111	5
Combo59	F4	1_mg_ml	Treatment	1.059	20201111	5
Combo59	F5	1_mg_ml	Treatment	1.009	20201111	5
Combo59	F8	0.1_mg_ml	Treatment	0.758	20201111	5
Combo59	F9	0.1_mg_ml	Treatment	0.805	20201111	5
Combo49	B2	1_mg_ml	Treatment	1.126	20201111	5
Combo49	B3	1_mg_ml	Treatment	1.085	20201111	5
Combo49	B6	0.1_mg_ml	Treatment	0.844	20201111	5
Combo49	B7	0.1_mg_ml	Treatment	0.826	20201111	5
Combo57	D4	1_mg_ml	Treatment	1.053	20201111	5
Combo57	D5	1_mg_ml	Treatment	1.202	20201111	5
Combo57	D8	0.1_mg_ml	Treatment	0.798	20201111	5
Combo57	D9	0.1_mg_ml	Treatment	0.811	20201111	5
Combo54	G2	1_mg_ml	Treatment	1.192	20201111	5
Combo54	G3	1_mg_ml	Treatment	1.167	20201111	5
Combo54	G6	0.1_mg_ml	Treatment	0.811	20201111	5
Combo54	G7	0.1_mg_ml	Treatment	0.918	20201111	5
Combo55	B4	1_mg_ml	Treatment	1.187	20201111	5
Combo55	B5	1_mg_ml	Treatment	1.081	20201111	5
Combo55	B8	0.1_mg_ml	Treatment	0.834	20201111	5
Combo55	B9	0.1_mg_ml	Treatment	0.779	20201111	5
Combo52	E2	1_mg_ml	Treatment	1.033	20201111	5
Combo52	E3	1_mg_ml	Treatment	1.014	20201111	5
Combo52	E6	0.1_mg_ml	Treatment	0.801	20201111	5
Combo52	E7	0.1_mg_ml	Treatment	0.813	20201111	5
Combo53	F2	1_mg_ml	Treatment	1.105	20201111	5
Combo53	F3	1_mg_ml	Treatment	1.065	20201111	5
Combo53	F6	0.1_mg_ml	Treatment	0.802	20201111	5
Combo53	F7	0.1_mg_ml	Treatment	0.79	20201111	5
Combo50	C2	1_mg_ml	Treatment	1.258	20201111	5
Combo50	C3	1_mg_ml	Treatment	1.148	20201111	5
Combo50	C6	0.1_mg_ml	Treatment	0.805	20201111	5
Combo50	C7	0.1_mg_ml	Treatment	0.973	20201111	5
Combo51	D2	1_mg_ml	Treatment	1.176	20201111	5
Combo51	D3	1_mg_ml	Treatment	1.164	20201111	5
Combo51	D6	0.1_mg_ml	Treatment	0.802	20201111	5
Combo51	D7	0.1_mg_ml	Treatment	0.824	20201111	5
L_cre_BM7	D10	None	Negative_Control	1.175	20201111	6
L_cre_BM7	D11	None	Negative_Control	0.921	20201111	6
L_cre_BM7	E10	None	Negative_Control	1.228	20201111	6
L_cre_BM7	E11	None	Negative_Control	1.168	20201111	6
L_cre_BM7	F10	None	Negative_Control	1.015	20201111	6
L_cre_BM7	F11	None	Negative_Control	1.137	20201111	6
PMB	B10	0.5_mg_ml	Positive_Control	0.197	20201111	6
PMB	B11	0.5_mg_ml	Positive_Control	0.204	20201111	6
Combo60	G4	1_mg_ml	Treatment	1.4	20201111	6
Combo60	G5	1_mg_ml	Treatment	1.197	20201111	6
Combo60	G8	0.1_mg_ml	Treatment	0.807	20201111	6
Combo60	G9	0.1_mg_ml	Treatment	0.876	20201111	6
Y4761	C10	0.005_mg_ml	Positive_Control	0.246	20201111	6
Y4761	C11	0.005_mg_ml	Positive_Control	0.237	20201111	6
BM7_only	G10	None	Blank	0.173	20201111	6
BM7_only	G11	None	Blank	0.182	20201111	6
Combo56	C4	1_mg_ml	Treatment	0.943	20201111	6
Combo56	C5	1_mg_ml	Treatment	1.023	20201111	6
Combo56	C8	0.1_mg_ml	Treatment	0.793	20201111	6
Combo56	C9	0.1_mg_ml	Treatment	0.765	20201111	6
Combo58	E4	1_mg_ml	Treatment	1.159	20201111	6
Combo58	E5	1_mg_ml	Treatment	0.929	20201111	6
Combo58	E8	0.1_mg_ml	Treatment	0.756	20201111	6
Combo58	E9	0.1_mg_ml	Treatment	0.755	20201111	6
Combo59	F4	1_mg_ml	Treatment	1.131	20201111	6
Combo59	F5	1_mg_ml	Treatment	1.095	20201111	6
Combo59	F8	0.1_mg_ml	Treatment	0.757	20201111	6
Combo59	F9	0.1_mg_ml	Treatment	0.782	20201111	6
Combo49	B2	1_mg_ml	Treatment	1.143	20201111	6
Combo49	B3	1_mg_ml	Treatment	1.084	20201111	6
Combo49	B6	0.1_mg_ml	Treatment	0.909	20201111	6
Combo49	B7	0.1_mg_ml	Treatment	0.883	20201111	6
Combo57	D4	1_mg_ml	Treatment	1.045	20201111	6
Combo57	D5	1_mg_ml	Treatment	1.25	20201111	6
Combo57	D8	0.1_mg_ml	Treatment	0.812	20201111	6
Combo57	D9	0.1_mg_ml	Treatment	0.863	20201111	6
Combo54	G2	1_mg_ml	Treatment	1.21	20201111	6
Combo54	G3	1_mg_ml	Treatment	1.151	20201111	6
Combo54	G6	0.1_mg_ml	Treatment	0.813	20201111	6
Combo54	G7	0.1_mg_ml	Treatment	0.875	20201111	6
Combo55	B4	1_mg_ml	Treatment	1.208	20201111	6
Combo55	B5	1_mg_ml	Treatment	1.195	20201111	6
Combo55	B8	0.1_mg_ml	Treatment	0.822	20201111	6
Combo55	B9	0.1_mg_ml	Treatment	0.823	20201111	6
Combo52	E2	1_mg_ml	Treatment	1.006	20201111	6
Combo52	E3	1_mg_ml	Treatment	1.008	20201111	6
Combo52	E6	0.1_mg_ml	Treatment	0.836	20201111	6
Combo52	E7	0.1_mg_ml	Treatment	0.866	20201111	6
Combo53	F2	1_mg_ml	Treatment	1.096	20201111	6
Combo53	F3	1_mg_ml	Treatment	1.146	20201111	6
Combo53	F6	0.1_mg_ml	Treatment	0.824	20201111	6
Combo53	F7	0.1_mg_ml	Treatment	0.815	20201111	6
Combo50	C2	1_mg_ml	Treatment	1.15	20201111	6
Combo50	C3	1_mg_ml	Treatment	1.204	20201111	6
Combo50	C6	0.1_mg_ml	Treatment	0.903	20201111	6
Combo50	C7	0.1_mg_ml	Treatment	1.013	20201111	6
Combo51	D2	1_mg_ml	Treatment	1.137	20201111	6
Combo51	D3	1_mg_ml	Treatment	1.186	20201111	6
Combo51	D6	0.1_mg_ml	Treatment	0.906	20201111	6
Combo51	D7	0.1_mg_ml	Treatment	0.904	20201111	6
L_cre_BM7	D10	None	Negative_Control	1.134	20201112	7
L_cre_BM7	D11	None	Negative_Control	0.697	20201112	7
L_cre_BM7	E10	None	Negative_Control	1.211	20201112	7
L_cre_BM7	E11	None	Negative_Control	1.11	20201112	7
L_cre_BM7	F10	None	Negative_Control	0.719	20201112	7
L_cre_BM7	F11	None	Negative_Control	1.047	20201112	7
PMB	B10	0.5_mg_ml	Positive_Control	0.193	20201112	7
PMB	B11	0.5_mg_ml	Positive_Control	0.201	20201112	7
Combo60	G4	1_mg_ml	Treatment	1.392	20201112	7
Combo60	G5	1_mg_ml	Treatment	1.282	20201112	7
Combo60	G8	0.1_mg_ml	Treatment	0.757	20201112	7
Combo60	G9	0.1_mg_ml	Treatment	0.762	20201112	7
Y4761	C10	0.005_mg_ml	Positive_Control	0.23	20201112	7
Y4761	C11	0.005_mg_ml	Positive_Control	0.235	20201112	7
BM7_only	G10	None	Blank	0.172	20201112	7
BM7_only	G11	None	Blank	0.18	20201112	7
Combo56	C4	1_mg_ml	Treatment	0.897	20201112	7
